,digit_BALANCE,digit_PURCHASES,digit_ONEOFF_PURCHASES,digit_INSTALLMENTS_PURCHASES,digit_CASH_ADVANCE,digit_PURCHASES_FREQUENCY,digit_ONEOFF_PURCHASES_FREQUENCY,digit_PURCHASES_INSTALLMENTS_FREQUENCY,digit_CASH_ADVANCE_TRX,digit_CREDIT_LIMIT,digit_PAYMENTS,digit_MINIMUM_PAYMENTS,digit_PRC_FULL_PAYMENT,digit_sqrt_BALANCE_FREQUENCY,digit_sqrt_CASH_ADVANCE_FREQUENCY,digit_sqrt_PURCHASES_TRX,digit_avg_oneoff_purchases,digit_avg_installment_purchases,digit_avg_cash_advance,TENURE
1366,1,1,1,1,1,8,1,8,1,1,1,1,1,8,1,2,1,1,1,12
1367,2,1,1,1,1,7,1,7,1,3,2,1,1,8,3,2,1,1,1,12
1368,1,1,1,1,1,7,2,7,1,2,1,1,1,8,1,2,1,1,1,12
1369,1,1,1,1,1,8,8,4,1,4,1,1,8,8,1,3,1,1,1,12
1370,1,1,1,1,1,8,8,1,1,3,1,1,3,8,1,2,1,1,1,12
1371,1,1,1,1,1,4,3,3,1,2,1,1,1,8,2,2,1,1,1,12
1372,1,1,1,1,1,4,1,3,1,2,1,1,1,8,1,1,1,1,1,10
1373,2,2,2,1,1,4,4,1,1,3,1,1,1,8,1,2,2,1,1,12
1374,1,1,1,1,1,7,2,7,1,2,1,1,1,8,2,2,2,1,1,12
1375,1,1,1,1,1,3,3,1,1,2,1,1,6,5,1,2,1,1,1,12
1376,1,1,1,1,1,3,2,3,1,1,1,1,2,5,2,2,1,1,1,12
1377,1,1,1,1,1,4,4,1,1,5,1,1,8,7,1,2,1,1,1,12
1378,2,1,1,1,1,1,1,1,1,2,1,1,1,8,3,1,1,1,1,12
1379,1,1,1,1,1,5,1,4,1,3,1,1,1,8,1,2,1,1,1,12
1380,1,1,1,1,1,6,1,6,1,2,1,1,1,8,1,2,1,1,1,12
1381,1,1,1,1,1,7,2,6,1,5,1,1,1,8,1,2,1,1,1,12
1382,2,1,1,1,1,8,1,8,1,2,1,1,1,8,2,3,1,1,1,12
1383,1,1,1,1,1,2,2,1,1,1,1,1,1,8,2,1,1,1,1,12
1384,1,1,1,1,1,6,5,1,1,2,1,1,2,8,1,2,1,1,1,12
1385,1,1,1,1,1,1,1,1,1,1,1,1,8,7,2,1,1,1,1,7
1386,1,1,1,1,1,1,1,1,1,1,1,1,1,5,2,1,1,1,1,12
1387,4,1,1,1,2,1,1,1,2,3,1,1,1,8,3,1,1,1,1,12
1388,1,1,1,1,1,2,2,1,1,1,1,1,1,8,1,2,1,1,1,12
1389,2,1,1,1,1,1,1,1,1,1,1,1,1,8,3,1,1,1,1,12
1390,1,1,1,1,1,8,1,8,1,1,1,1,8,8,1,2,1,1,1,12
1391,1,1,1,1,1,1,1,1,1,1,1,1,1,8,3,1,1,1,1,12
1392,1,1,1,1,1,5,5,1,1,1,1,1,1,8,2,2,1,1,1,11
1393,2,1,1,1,1,1,1,1,1,3,1,1,1,8,2,1,1,1,1,12
1394,1,1,1,1,1,3,3,1,1,2,1,1,1,8,1,2,1,1,1,12
1395,1,1,1,1,1,8,8,4,1,2,1,1,1,8,1,2,1,1,1,12
1396,1,1,1,1,1,8,5,7,1,1,1,1,1,8,1,2,1,1,1,12
1397,1,1,1,1,1,1,1,1,1,1,1,1,1,8,2,1,1,1,1,12
1398,1,1,1,1,1,8,8,2,1,1,1,1,3,8,1,2,1,1,1,12
1399,1,1,1,1,1,8,4,8,1,4,1,1,7,8,1,3,1,1,1,12
1400,1,1,1,1,1,3,3,1,1,1,1,1,1,8,3,2,1,1,1,12
1401,2,1,1,1,1,8,1,8,1,1,1,1,1,8,1,2,1,1,1,12
1402,1,1,1,1,1,1,1,1,1,1,1,1,2,8,2,1,1,1,1,12
1403,2,1,1,1,1,5,5,1,1,2,1,1,1,8,1,3,1,1,1,12
1404,1,1,1,1,1,8,1,8,1,1,1,1,3,8,1,2,1,1,1,12
1405,1,1,1,1,1,3,3,1,1,3,1,1,8,6,1,1,1,1,1,12
1406,1,1,1,1,1,8,6,8,1,3,1,1,3,8,1,3,1,1,1,12
1407,1,1,1,1,1,1,1,1,1,1,1,1,1,8,3,1,1,1,1,12
1408,1,1,1,1,1,5,1,4,1,3,1,1,3,6,1,2,1,1,1,12
1409,1,1,1,1,1,8,5,6,1,2,1,1,1,8,1,3,1,1,1,12
1410,4,1,1,1,2,1,1,1,1,4,1,1,1,8,2,1,1,1,3,12
1411,2,1,1,1,1,8,5,8,1,2,2,1,1,8,2,5,1,1,1,12
1412,1,2,2,1,1,8,8,8,1,3,2,1,8,8,1,7,1,1,1,12
1413,1,1,1,1,1,5,1,5,1,1,1,1,1,8,2,2,1,1,1,12
1414,2,1,1,1,1,3,3,1,1,2,1,1,1,8,1,2,1,1,1,10
1415,1,1,1,1,1,8,2,8,1,3,1,1,1,8,1,2,1,1,1,12
1416,2,1,1,2,1,8,1,7,1,1,1,1,1,8,2,4,1,1,1,12
1417,1,1,1,1,1,1,1,1,1,2,1,1,8,5,1,1,1,1,1,12
1418,1,1,1,1,1,4,4,1,1,1,1,1,1,8,2,2,1,1,1,12
1419,1,1,1,1,1,1,1,1,1,2,1,1,1,4,2,1,1,1,1,12
1420,1,1,1,1,1,6,6,1,1,3,1,1,8,8,1,2,1,1,1,12
1421,1,1,1,1,1,4,1,3,1,2,1,1,1,6,1,2,1,1,1,12
1422,1,1,1,1,1,7,5,7,1,2,1,1,1,8,1,3,1,1,1,12
1423,1,2,2,1,1,8,8,6,1,2,2,1,8,8,1,4,1,1,1,12
1424,4,1,1,1,2,7,1,7,1,4,1,1,1,8,3,3,1,1,1,12
1425,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,12
1426,1,1,1,1,1,1,1,1,1,2,1,1,1,8,2,1,1,1,1,12
1427,1,1,1,1,1,7,1,6,1,2,1,1,1,8,1,3,3,1,1,12
1428,1,1,1,1,1,1,1,1,1,1,1,1,1,8,2,1,1,1,1,12
1429,1,1,1,1,1,1,1,1,1,2,1,1,1,6,3,1,1,1,1,12
1430,1,1,1,1,1,5,1,5,1,1,1,1,1,8,1,2,1,1,1,12
1431,1,1,1,1,1,6,6,1,1,2,1,1,6,8,1,2,1,1,1,12
1432,1,1,1,1,1,8,5,5,1,2,1,1,3,8,1,3,1,1,1,12
1433,1,3,1,5,1,7,1,7,1,5,3,1,8,8,1,2,1,2,1,12
1434,2,1,1,1,1,8,3,8,1,4,1,1,1,8,3,4,1,1,1,12
1435,3,1,1,1,2,1,1,1,1,3,1,1,1,8,3,1,1,1,1,12
1436,1,1,1,1,1,5,2,4,1,2,1,1,1,8,1,2,1,1,1,12
1437,1,1,1,1,1,8,8,4,1,3,1,1,3,8,1,2,1,1,1,12
1438,1,1,1,1,1,5,3,6,1,2,1,1,1,8,1,2,1,1,1,7
1439,1,1,1,1,1,8,8,7,1,3,1,1,1,8,1,3,1,1,1,12
1440,1,1,1,1,1,7,3,5,1,1,1,1,1,8,3,2,1,1,1,12
1441,1,1,1,1,1,3,1,2,1,1,1,1,3,6,1,1,1,1,1,12
1442,3,1,1,1,1,3,1,2,1,3,1,1,1,8,3,1,1,1,1,12
1443,1,1,1,1,1,7,7,1,1,3,1,1,1,8,1,2,1,1,1,12
1444,1,2,2,1,1,8,8,5,1,2,1,1,7,8,1,5,1,1,1,12
1445,1,1,1,1,1,5,1,4,1,3,1,1,1,8,1,2,1,1,1,11
1446,1,1,1,1,1,7,1,7,1,1,1,1,1,8,1,2,1,1,1,12
1447,4,5,5,1,1,8,8,5,1,5,3,1,2,8,1,4,2,1,1,12
1448,1,1,1,1,1,8,7,6,1,2,1,1,1,8,1,3,1,1,1,12
1449,2,1,1,1,1,1,1,1,1,1,1,1,1,8,3,1,1,1,1,12
1450,5,1,1,1,2,1,1,1,1,4,1,1,1,8,4,1,1,1,1,12
1451,2,1,1,1,1,1,1,1,1,3,2,1,1,8,2,1,1,1,2,12
1452,1,1,1,1,1,8,1,8,1,1,1,1,1,8,1,2,1,1,1,12
1453,3,1,1,1,1,2,2,1,1,3,2,1,1,8,2,1,1,1,1,11
1454,1,1,1,1,1,8,8,8,1,5,1,1,1,8,1,4,1,1,1,12
1455,1,1,1,1,1,8,1,8,1,1,1,1,8,8,1,3,1,1,1,12
1456,1,1,1,1,1,3,3,1,1,1,1,1,1,8,1,1,1,1,1,12
1457,1,1,1,1,1,8,1,8,1,1,1,1,7,8,1,2,1,1,1,8
1458,1,1,1,1,1,1,1,1,1,4,5,1,5,5,1,1,1,1,1,12
1459,1,1,1,1,1,8,4,8,1,2,1,1,1,8,1,3,1,1,1,12
1460,1,1,1,1,1,7,3,5,1,3,1,1,8,8,1,2,1,1,1,12
1461,1,1,1,1,1,3,3,1,1,3,1,1,3,8,2,1,1,1,1,12
1462,3,1,1,1,2,1,1,1,2,4,1,1,1,8,4,1,1,1,1,12
1463,1,1,1,1,1,8,8,8,1,2,1,1,8,8,1,4,1,1,1,12
1464,2,1,1,1,1,1,1,1,1,3,1,1,1,8,3,1,1,1,1,12
1465,1,1,1,1,1,8,8,4,1,3,1,1,1,8,1,4,1,1,1,12
1466,1,2,2,1,1,8,7,3,1,2,1,1,1,8,1,4,1,1,1,11
1467,1,1,1,1,1,4,2,3,1,1,1,1,1,8,2,2,1,1,1,11
1468,1,1,1,1,1,8,8,2,1,1,1,1,2,8,2,2,1,1,1,12
1469,1,1,1,1,1,1,1,1,1,1,1,1,2,7,2,1,1,1,1,12
1470,1,1,1,1,1,3,3,1,1,2,1,1,8,7,1,2,1,1,1,12
1471,1,1,1,1,1,8,8,1,1,2,1,1,8,8,1,3,1,1,1,12
1472,1,1,1,1,1,3,1,2,1,2,1,1,8,6,1,2,1,1,1,9
1473,1,1,1,1,1,5,1,5,1,1,1,1,2,8,1,2,1,1,1,10
1474,1,1,1,1,1,8,6,8,1,2,1,1,1,8,1,3,1,1,1,12
1475,2,1,1,1,1,1,1,1,2,1,1,1,1,8,4,1,1,1,1,10
1476,2,1,1,1,1,3,3,1,1,3,1,1,1,8,1,1,1,1,1,11
1477,1,1,1,1,1,8,8,7,1,3,1,1,1,8,1,4,1,1,1,12
1478,2,1,1,1,1,8,5,8,1,3,2,1,1,8,2,3,1,1,1,12
1479,1,1,1,1,1,8,7,8,1,2,1,1,3,6,1,3,1,1,1,12
1480,1,1,1,1,1,1,1,1,1,1,1,1,1,7,1,1,1,1,1,12
1481,1,1,1,1,1,1,1,1,1,2,1,1,1,8,3,1,1,1,1,12
1482,2,1,1,1,1,8,8,4,1,2,1,1,1,8,2,4,1,1,1,12
1483,1,1,1,1,1,8,8,1,1,1,1,1,1,8,1,2,1,1,1,12
1484,1,1,1,1,1,8,3,7,1,2,1,1,8,8,2,3,1,1,1,12
1485,2,1,1,1,1,1,1,1,1,2,1,1,1,8,2,1,1,1,1,12
1486,2,1,1,1,1,8,1,8,1,4,1,1,1,8,4,2,1,1,1,12
1487,3,1,1,1,1,7,6,7,3,3,1,1,1,8,4,3,1,1,1,12
1488,1,1,1,1,1,4,3,1,1,1,1,1,1,8,1,2,1,1,1,12
1489,3,1,1,1,1,1,1,1,1,2,1,1,1,8,4,1,1,1,1,12
1490,1,2,2,1,1,8,8,5,1,2,2,1,4,8,1,4,1,1,1,12
1491,2,1,1,1,2,1,1,1,2,3,1,1,1,8,3,1,1,1,1,12
1492,1,1,1,1,1,3,1,3,1,1,1,1,1,8,3,1,1,1,1,12
1493,1,1,1,1,1,3,3,1,1,1,1,1,1,8,3,1,1,1,1,12
1494,1,1,1,1,1,7,7,4,1,2,1,1,6,8,1,2,1,1,1,12
1495,1,1,1,1,1,1,1,1,1,1,1,1,1,8,1,1,1,1,1,12
1496,1,1,1,1,1,8,1,8,1,1,1,1,1,8,1,3,1,1,1,12
1497,1,1,1,1,1,8,8,5,1,2,1,1,8,8,1,2,1,1,1,12
1498,2,1,1,1,1,8,6,6,1,2,1,1,1,8,1,4,1,1,1,12
1499,1,1,1,1,1,7,4,4,1,1,1,1,1,8,2,2,1,1,1,12
1500,1,1,1,1,1,2,1,2,1,1,1,1,1,4,1,1,1,1,1,12
1501,1,1,1,1,1,8,1,8,1,1,1,1,8,8,1,2,1,1,1,12
1502,1,1,1,1,1,7,1,6,1,2,1,1,1,8,1,2,1,1,1,12
1503,2,1,1,1,1,8,4,5,1,2,1,1,1,8,1,2,1,1,1,12
1504,3,1,1,1,1,1,1,1,1,2,1,1,1,8,2,1,1,1,1,12
1505,3,1,1,1,1,1,1,1,2,2,1,1,1,8,5,1,1,1,1,12
1506,2,1,1,1,1,1,1,1,1,1,1,1,1,8,2,1,1,1,1,11
1507,1,1,1,1,1,6,1,6,1,1,1,1,2,8,1,2,1,1,1,12
1508,1,1,1,1,1,1,1,1,1,1,1,1,1,8,2,1,1,1,1,12
1509,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,12
1510,2,1,1,1,1,8,7,8,1,2,1,1,1,8,2,4,1,1,1,12
1511,1,1,1,1,1,3,2,2,1,1,1,1,1,8,1,2,1,1,1,12
1512,1,1,1,1,1,4,4,1,1,2,1,1,1,8,2,1,1,1,1,12
1513,1,1,1,1,1,3,3,1,1,2,1,1,1,8,3,2,1,1,1,12
1514,1,1,1,2,1,5,1,5,1,6,2,1,8,7,1,2,1,1,1,12
1515,2,1,1,1,1,5,5,1,1,2,1,1,1,8,1,2,1,1,1,12
1516,2,1,1,1,1,3,3,1,1,1,1,1,1,8,2,3,1,1,1,12
1517,3,1,1,1,1,1,1,1,1,2,1,1,1,8,3,1,1,1,1,12
1518,2,1,1,1,1,1,1,1,1,2,1,1,2,8,3,1,1,1,1,9
1519,1,1,1,1,1,5,5,5,1,3,1,1,3,7,1,3,1,1,1,12
1520,1,1,1,1,1,7,1,7,1,1,1,1,1,8,2,2,1,1,1,12
1521,1,1,1,1,1,2,2,1,1,1,1,1,1,8,1,1,1,1,1,6
1522,4,1,1,1,1,8,8,5,1,3,1,1,1,8,1,3,1,1,1,12
1523,1,1,1,1,1,8,8,2,1,4,1,1,8,8,1,3,1,1,1,12
1524,1,1,1,1,1,8,8,4,1,2,1,1,8,8,1,3,1,1,1,12
1525,2,1,1,1,2,3,3,1,1,3,1,1,1,6,2,2,1,1,5,6
1526,1,1,1,1,1,7,1,7,1,2,1,1,1,8,1,2,1,1,1,12
1527,1,1,1,1,1,8,5,8,1,1,1,1,2,8,3,3,1,1,1,12
1528,2,1,1,1,1,1,1,1,1,1,1,1,1,8,2,1,1,1,1,12
1529,2,1,1,1,1,1,1,1,1,1,1,1,1,8,2,1,1,1,1,12
1530,1,1,1,1,1,3,1,2,1,2,1,1,2,5,1,1,1,1,1,12
1531,1,1,1,1,1,6,1,5,1,1,1,1,1,8,3,2,1,1,1,12
1532,4,1,1,1,1,8,8,7,1,3,1,1,1,8,3,3,1,1,1,12
1533,1,1,1,1,1,8,2,8,1,3,1,1,1,8,1,3,1,1,1,12
1534,1,1,1,1,1,8,1,8,1,4,1,1,4,8,1,2,1,1,1,12
1535,1,1,1,1,1,1,1,1,1,1,1,1,2,8,2,1,1,1,1,12
1536,1,1,1,1,1,1,1,1,1,2,1,1,1,8,3,1,1,1,1,12
1537,2,1,1,1,1,5,5,1,1,2,1,1,1,8,3,2,1,1,1,12
1538,1,1,1,1,1,5,1,5,1,1,1,1,1,1,1,2,1,1,1,12
1539,1,1,1,1,1,8,1,8,1,2,1,1,1,8,2,3,1,1,1,12
1540,2,1,1,1,1,1,1,1,1,3,1,1,1,8,2,1,1,1,1,12
1541,2,1,1,1,1,7,1,6,1,1,1,1,1,8,2,3,1,1,1,12
1542,1,1,1,1,1,1,1,1,1,1,1,1,1,8,2,1,1,1,1,12
1543,1,1,1,1,1,1,1,1,1,2,1,1,8,5,1,1,1,1,1,12
1544,1,1,1,1,1,2,1,1,1,1,1,1,1,4,1,1,1,1,1,12
1545,1,1,1,1,1,8,5,8,1,2,1,1,1,8,3,3,1,1,1,12
1546,1,1,1,1,1,1,1,1,1,1,1,1,2,8,2,1,1,1,1,12
1547,4,1,1,1,1,1,1,1,1,3,1,1,1,8,3,1,1,1,1,12
1548,1,1,1,1,1,1,1,1,1,1,1,1,1,8,1,1,1,1,1,12
1549,1,1,1,2,1,8,4,8,1,2,1,1,2,8,2,3,1,1,1,12
1550,2,1,1,1,1,4,1,3,1,1,1,1,1,8,1,2,1,1,1,12
1551,2,1,1,1,1,5,5,1,1,2,1,1,1,8,3,2,1,1,1,10
1552,1,1,1,1,1,8,1,8,1,1,1,1,1,8,1,3,1,1,1,12
1553,1,1,1,1,1,8,1,8,1,2,1,1,7,8,1,2,1,1,1,12
1554,1,1,1,1,1,8,1,8,1,2,1,1,3,8,1,2,1,1,1,12
1555,1,1,1,1,1,5,2,4,1,2,1,1,1,8,1,2,1,1,1,12
1556,1,1,1,1,1,8,1,8,1,1,1,1,1,8,1,2,1,1,1,12
1557,1,1,1,1,1,8,1,8,1,1,1,1,1,8,1,2,1,1,1,12
1558,2,1,1,1,1,1,1,1,1,1,1,1,1,8,3,1,1,1,1,12
1559,1,1,1,1,1,8,4,8,1,2,1,1,3,8,1,3,1,1,1,12
1560,2,4,5,1,1,8,8,1,1,4,4,1,8,8,2,4,2,1,1,12
1561,1,1,1,1,1,3,1,2,1,2,1,1,1,8,1,1,1,1,1,12
1562,2,1,1,1,2,1,1,1,1,3,1,1,1,8,4,1,1,1,1,12
1563,2,1,1,1,1,3,1,3,1,3,1,1,1,8,2,1,1,1,1,12
1564,1,1,1,1,1,3,3,1,1,1,1,1,1,6,1,2,1,1,1,12
1565,1,1,1,1,1,2,2,1,1,2,1,1,8,4,1,1,1,1,1,12
1566,1,1,1,1,1,7,5,6,1,1,1,1,2,8,1,3,1,1,1,12
1567,1,1,1,1,1,8,6,8,1,1,1,1,7,8,1,4,1,1,1,12
1568,1,1,1,1,1,8,1,7,1,2,1,1,3,8,1,2,1,1,1,12
1569,1,2,2,1,1,8,8,8,1,4,2,1,3,8,4,5,1,1,1,12
1570,1,1,1,1,1,4,4,1,1,1,1,1,1,8,2,2,1,1,1,12
1571,1,1,1,1,1,1,1,1,1,1,1,1,1,8,2,1,1,1,1,12
1572,1,2,1,3,1,8,3,8,1,3,2,1,1,8,1,4,1,1,1,12
1573,1,1,1,1,1,6,1,6,1,1,1,1,1,8,2,2,1,1,1,12
1574,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,3,1,1,12
1575,3,1,1,1,1,7,7,6,1,2,1,1,1,8,2,3,1,1,2,12
1576,1,1,1,1,1,1,1,1,1,2,1,1,1,8,2,1,1,1,1,12
1577,3,1,1,1,1,5,5,2,1,3,1,1,1,8,2,2,1,1,1,12
1578,3,1,1,1,1,4,1,3,1,2,1,1,1,8,3,2,1,1,1,12
1579,2,1,1,1,1,5,1,4,1,1,1,1,1,8,1,2,1,1,1,12
1580,1,1,1,1,1,1,1,1,1,1,1,1,5,4,2,1,1,1,1,10
1581,1,1,1,1,1,2,1,1,1,2,1,1,1,4,1,1,1,1,1,12
1582,1,2,2,2,1,8,8,8,1,3,2,1,8,8,1,6,1,1,1,12
1583,1,1,1,1,1,3,3,1,1,1,1,1,1,8,1,2,1,1,1,11
1584,1,1,1,1,1,4,1,4,1,2,1,1,3,8,1,1,1,1,1,12
1585,4,5,5,2,1,8,8,8,1,4,5,1,1,8,1,5,2,1,1,12
1586,1,1,1,1,1,8,8,2,1,2,1,1,8,8,1,2,1,1,1,12
1587,1,1,1,1,1,2,2,1,1,1,1,1,1,6,2,1,1,1,1,12
1588,1,1,1,1,1,7,7,2,1,2,1,1,6,8,1,3,1,1,1,12
1589,1,1,1,1,1,5,1,4,1,1,1,1,1,8,1,2,1,1,1,12
1590,1,1,1,1,1,8,1,8,1,2,1,1,8,8,1,3,1,1,1,12
1591,1,1,1,1,1,8,1,8,1,1,1,1,1,4,1,2,1,1,1,12
1592,1,1,1,1,1,8,1,8,1,1,1,1,1,4,1,2,1,1,1,12
1593,1,1,1,1,1,6,2,5,1,2,1,1,5,8,1,2,1,1,1,12
1594,1,1,1,1,1,3,1,1,1,1,1,1,1,8,1,1,2,1,1,10
1595,2,1,1,1,1,5,2,3,1,4,1,1,1,8,1,2,1,1,1,12
1596,2,1,1,1,1,8,1,8,1,3,1,1,1,8,2,2,1,1,1,12
1597,1,1,1,1,1,8,1,8,1,1,1,1,1,8,1,2,1,1,1,12
1598,1,1,1,1,1,8,1,7,1,1,1,1,8,8,1,2,1,1,1,12
1599,1,1,1,1,1,1,1,1,1,1,1,1,2,8,2,1,1,1,1,12
1600,2,1,1,1,1,1,1,1,1,2,1,1,1,8,2,1,1,1,1,10
1601,1,1,1,1,1,7,4,4,1,2,1,1,1,8,1,2,1,1,1,12
1602,1,1,1,1,1,1,1,1,1,1,1,1,1,8,2,1,1,1,1,10
1603,1,1,1,1,1,8,8,7,1,1,1,1,1,8,1,3,1,1,1,12
1604,2,7,7,2,1,8,8,8,1,5,6,1,8,8,1,6,3,1,1,12
1605,1,1,1,1,1,8,5,8,1,2,1,1,1,8,3,3,1,1,1,12
1606,1,1,1,1,1,7,1,6,1,1,1,1,8,8,1,2,1,1,1,12
1607,1,1,1,1,1,8,1,8,1,1,1,1,1,8,3,2,1,1,1,12
1608,3,1,1,1,1,1,1,1,1,2,1,1,1,8,2,1,1,1,1,12
1609,1,1,1,1,1,5,5,1,1,2,1,1,8,7,1,3,1,1,1,12
1610,2,1,1,1,1,8,5,6,1,1,1,1,1,8,1,2,1,1,1,12
1611,1,1,1,1,1,5,1,4,1,2,1,1,8,6,1,2,1,1,1,12
1612,3,1,1,1,1,4,1,4,1,2,1,1,1,8,2,1,1,1,1,12
1613,1,1,1,1,1,3,3,1,1,1,1,1,2,7,1,3,2,1,1,12
1614,1,1,1,1,1,8,1,8,1,2,1,1,1,8,1,3,1,1,1,12
1615,1,1,1,1,1,7,6,7,1,1,1,1,5,8,1,4,1,1,1,12
1616,1,1,1,2,1,8,8,8,1,4,1,1,5,8,1,4,1,1,1,12
1617,1,1,1,1,1,8,7,5,1,2,1,1,1,8,1,4,1,1,1,12
1618,4,1,1,1,1,6,6,1,1,4,1,1,1,8,1,4,1,1,1,12
1619,1,1,1,1,1,8,8,1,1,4,1,1,6,8,1,2,1,1,1,12
1620,1,1,1,1,1,3,1,2,1,1,1,1,8,8,1,1,1,1,1,11
1621,1,1,1,1,1,1,1,1,1,4,1,1,1,3,2,1,1,1,1,12
1622,1,1,1,1,1,5,5,1,1,2,1,1,1,8,2,2,1,1,1,12
1623,1,1,1,1,1,8,4,8,1,2,1,1,1,8,2,2,1,1,1,12
1624,4,1,1,1,1,8,8,8,1,4,1,1,1,8,3,3,1,1,1,12
1625,2,1,1,1,1,3,3,1,1,1,1,1,1,8,1,2,1,1,1,12
1626,2,1,1,1,1,3,3,1,2,2,1,1,1,8,5,1,1,1,1,6
1627,1,1,1,1,1,1,1,1,1,1,1,1,1,7,2,1,1,1,1,12
1628,1,1,1,1,1,6,1,6,1,3,1,1,1,8,1,2,1,1,1,12
1629,4,1,1,1,2,1,1,1,1,3,1,1,1,8,3,1,1,1,1,8
1630,1,1,1,1,1,4,4,1,1,1,1,1,1,8,1,2,1,1,1,12
1631,2,1,1,1,2,8,3,8,3,2,2,1,1,8,4,4,1,1,1,12
1632,1,1,1,1,1,3,3,1,1,4,1,1,3,6,1,1,1,1,1,12
1633,1,1,1,1,1,1,1,1,2,1,1,1,1,8,4,1,1,1,1,9
1634,1,1,1,1,1,5,1,5,1,2,1,1,8,7,1,2,1,1,1,12
1635,1,1,1,1,1,3,1,3,1,1,1,1,1,8,1,1,1,1,1,12
1636,1,1,1,1,1,1,1,1,1,2,1,1,1,7,2,1,1,1,1,12
1637,3,1,1,1,1,4,3,1,1,2,1,1,1,8,1,2,1,1,1,12
1638,1,1,1,1,1,5,5,2,1,3,1,1,7,7,1,2,1,1,1,12
1639,1,1,1,1,1,8,6,7,1,3,1,1,1,8,1,3,1,1,1,12
1640,1,1,1,1,1,1,1,1,1,1,1,1,1,8,2,1,1,1,1,12
1641,2,6,4,5,1,8,6,7,1,2,4,1,5,8,1,5,3,2,1,12
1642,1,1,1,1,1,8,1,8,1,1,1,1,8,8,2,2,1,1,1,12
1643,1,1,1,1,1,1,1,1,1,1,1,1,1,8,3,1,1,1,1,12
1644,1,1,1,1,1,7,7,3,1,2,1,1,3,8,1,2,1,1,1,12
1645,1,1,1,1,1,4,1,4,1,1,1,1,1,8,1,2,1,1,1,12
1646,3,1,1,1,1,1,1,1,2,2,1,1,1,8,4,1,1,1,1,12
1647,2,1,1,1,1,8,8,5,1,4,1,1,1,8,1,2,1,1,1,12
1648,1,1,1,1,1,1,1,1,1,2,1,1,1,8,2,1,1,1,1,12
1649,1,1,1,1,1,8,7,8,1,2,1,1,8,8,1,3,1,1,1,12
1650,1,1,1,1,1,8,8,8,1,4,1,1,1,8,1,4,1,1,1,12
1651,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,1,1,1,1,12
1652,1,1,1,1,1,5,4,3,2,2,1,1,1,8,4,2,1,1,1,12
1653,2,1,1,1,1,8,8,8,1,3,1,1,1,8,2,4,1,1,1,12
1654,1,1,1,1,1,8,8,1,1,3,1,1,4,8,2,2,1,1,1,12
1655,4,1,1,1,1,3,1,3,1,4,1,1,1,8,1,1,1,1,1,12
1656,2,1,1,1,1,8,7,7,1,2,1,1,1,8,4,3,1,1,1,12
1657,1,1,1,1,1,8,1,8,1,2,1,1,1,8,3,2,1,1,1,12
1658,1,1,1,1,1,5,1,4,1,2,1,1,5,8,1,2,1,1,1,12
1659,2,1,1,1,1,1,1,1,1,1,1,1,1,8,3,1,1,1,1,12
1660,4,1,1,1,2,2,1,1,1,3,1,1,1,8,3,1,1,1,1,9
1661,2,2,1,1,1,5,3,5,1,3,1,1,1,7,3,4,2,1,1,12
1662,1,1,1,1,1,1,1,1,1,1,1,1,1,8,2,1,1,1,1,12
1663,1,1,1,1,1,8,8,1,1,2,1,1,8,8,1,3,1,1,1,12
1664,1,1,1,1,1,6,1,6,1,2,1,1,5,8,1,2,1,1,1,12
1665,1,1,1,1,1,1,1,1,1,1,1,1,1,8,2,1,1,1,1,12
1666,1,1,1,1,1,8,1,7,1,2,1,1,8,8,1,2,1,1,1,10
1667,4,1,1,1,1,8,7,7,1,6,1,1,1,8,1,4,1,1,1,12
1668,1,1,1,1,1,3,2,1,1,1,1,1,1,8,2,2,1,1,1,12
1669,1,1,1,1,1,6,5,3,1,3,1,1,3,7,1,2,1,1,1,7
1670,3,1,1,1,1,4,2,4,1,2,1,1,1,8,1,2,1,1,1,12
1671,1,1,1,1,1,3,3,1,1,1,1,1,1,8,1,2,1,1,1,12
1672,1,1,1,1,1,8,2,7,1,1,1,1,5,8,1,2,1,1,1,7
1673,1,1,1,1,1,7,1,7,1,1,1,1,1,8,1,2,1,1,1,12
1674,1,1,1,1,1,7,3,7,1,3,1,1,2,8,1,3,1,1,1,12
1675,3,1,1,1,1,5,1,4,1,2,1,1,1,8,3,2,1,1,1,12
1676,4,1,1,1,1,1,1,1,1,2,1,2,1,8,3,1,1,1,1,12
1677,1,1,1,1,1,8,1,8,1,1,1,1,1,6,1,2,1,1,1,12
1678,1,1,1,1,1,7,5,4,1,3,1,1,6,8,1,3,1,1,1,12
1679,1,1,1,1,1,1,1,1,1,1,1,1,1,8,3,1,1,1,1,12
1680,3,1,1,1,2,1,1,1,2,2,2,1,1,8,3,1,1,1,1,12
1681,1,1,1,1,1,7,7,3,1,2,1,1,3,8,1,2,1,1,1,12
1682,1,1,1,1,1,1,1,1,1,2,1,1,1,5,3,1,1,1,2,12
